MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type,ID
00:a0:f8:dd:f8:e6,135,[WPA-?][ESS],2017-11-02 08:20:17,6.0,-76.0,32.10195369,34.97380285,105.0,10.0,WIFI,model=LG-D855
c4:e9:84:d0:3f:d5,krug_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:17,11.0,-82.0,32.10195369,34.97380285,105.0,10.0,WIFI,model=LG-D855
e8:de:27:b7:92:7e,Kobi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 08:20:17,7.0,-86.0,32.10195369,34.97380285,105.0,10.0,WIFI,model=LG-D855
c4:12:f5:80:e5:fc,hadaslevy_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:17,5.0,-85.0,32.10195369,34.97380285,105.0,10.0,WIFI,model=LG-D855
44:6e:e5:67:73:79,rabe,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:17,11.0,-84.0,32.10195369,34.97380285,105.0,10.0,WIFI,model=LG-D855
c4:12:f5:fb:77:14,orly012,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-02 08:20:17,11.0,-86.0,32.10195369,34.97380285,105.0,10.0,WIFI,model=LG-D855
62:be:f5:37:64:2b,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:17,11.0,-85.0,32.10195369,34.97380285,105.0,10.0,WIFI,model=LG-D855
10:be:f5:37:64:2a,ys20,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:17,11.0,-89.0,32.10195369,34.97380285,105.0,10.0,WIFI,model=LG-D855
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-02 08:20:17,0.0,-113.0,32.10195369,34.97380285,105.0,10.0,GSM,model=LG-D855
78:d9:9f:f9:79:df,AMIR_5GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:19,44.0,-86.0,32.10190914,34.97442573,106.0,10.0,WIFI,model=LG-D855
18:33:9d:3e:14:e0,Astra,[WEP][ESS],2017-11-02 08:20:19,13.0,-83.0,32.10190914,34.97442573,106.0,10.0,WIFI,model=LG-D855
a0:4f:d4:3a:a4:31,Gateway,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:19,1.0,-81.0,32.10190914,34.97442573,106.0,10.0,WIFI,model=LG-D855
14:ae:db:cc:1d:45,BEZEQINT-1D41,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 08:20:19,6.0,-83.0,32.10190914,34.97442573,106.0,10.0,WIFI,model=LG-D855
6c:19:8f:4b:6a:62,nogaaaaa,[ESS],2017-11-02 08:20:19,11.0,-87.0,32.10190914,34.97442573,106.0,10.0,WIFI,model=LG-D855
88:28:b3:8a:33:d9,Ahkam283,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:19,1.0,-80.0,32.10190914,34.97442573,106.0,10.0,WIFI,model=LG-D855
d0:0f:6d:81:20:35,Koren,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:19,9.0,-87.0,32.10190914,34.97442573,106.0,10.0,WIFI,model=LG-D855
00:0e:f4:dd:cc:54,BetterThanPeter,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:21,9.0,-82.0,32.1018813,34.97508764,106.0,11.0,WIFI,model=LG-D855
00:a0:f8:dd:f8:e6,135,[WPA-?][ESS],2017-11-02 08:20:21,6.0,-76.0,32.1018813,34.97508764,106.0,11.0,WIFI,model=LG-D855
e8:de:27:b7:92:7e,Kobi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 08:20:21,7.0,-86.0,32.1018813,34.97508764,106.0,11.0,WIFI,model=LG-D855
c4:12:f5:80:e5:fc,hadaslevy_2.4,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:21,5.0,-85.0,32.1018813,34.97508764,106.0,11.0,WIFI,model=LG-D855
44:6e:e5:67:73:79,rabe,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:21,11.0,-84.0,32.1018813,34.97508764,106.0,11.0,WIFI,model=LG-D855
62:be:f5:37:64:2b,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:21,11.0,-85.0,32.1018813,34.97508764,106.0,11.0,WIFI,model=LG-D855
10:be:f5:37:64:2a,ys20,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:21,11.0,-89.0,32.1018813,34.97508764,106.0,11.0,WIFI,model=LG-D855
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-02 08:20:21,0.0,-113.0,32.1018813,34.97508764,106.0,11.0,GSM,model=LG-D855
88:28:b3:8a:33:d9,Ahkam283,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:23,1.0,-80.0,32.10185067,34.97572262,107.0,11.0,WIFI,model=LG-D855
d0:0f:6d:81:20:35,Koren,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:23,9.0,-87.0,32.10185067,34.97572262,107.0,11.0,WIFI,model=LG-D855
44:6e:e5:67:73:79,rabe,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:25,11.0,-84.0,32.10181533,34.97637314,107.0,11.0,WIFI,model=LG-D855
62:be:f5:37:64:2b,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:25,11.0,-85.0,32.10181533,34.97637314,107.0,11.0,WIFI,model=LG-D855
10:be:f5:37:64:2a,ys20,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:25,11.0,-89.0,32.10181533,34.97637314,107.0,11.0,WIFI,model=LG-D855
42502_781_3937567,GOLAN T,UNKNOWN;il,2017-11-02 08:20:25,0.0,-113.0,32.10181533,34.97637314,107.0,11.0,GSM,model=LG-D855
42502_22811_5363152,GOLAN T,HSPA;il,2017-11-02 08:20:29,0.0,-71.0,32.10177453,34.97766631,107.0,11.0,GSM,model=LG-D855
c0:ff:d4:7b:62:2d,Mazoz,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:31,1.0,-82.0,32.10178465,34.97827966,107.0,11.0,WIFI,model=LG-D855
14:af:db:ce:14:1a,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:31,2.0,-84.0,32.10178465,34.97827966,107.0,11.0,WIFI,model=LG-D855
42502_22811_5363152,GOLAN T,HSPA;il,2017-11-02 08:20:33,0.0,-73.0,32.1017633,34.97889987,106.0,11.0,GSM,model=LG-D855
c0:ff:d4:7b:62:2d,Mazoz,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:35,1.0,-82.0,32.10176872,34.9794534,98.0,10.0,WIFI,model=LG-D855
14:af:db:ce:14:1a,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:35,2.0,-84.0,32.10176872,34.9794534,98.0,10.0,WIFI,model=LG-D855
7a:7e:61:5e:29:2d,Gibor iphon,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:35,1.0,-83.0,32.10176872,34.9794534,98.0,10.0,WIFI,model=LG-D855
08:97:58:32:a7:c6,NIPPON_2712,[WPA-PSK-CCMP][WPS][ESS],2017-11-02 08:20:37,2.0,-81.0,32.10173599,34.98010685,100.0,10.0,WIFI,model=LG-D855
42502_22811_5363152,GOLAN T,HSPA;il,2017-11-02 08:20:37,0.0,-73.0,32.10173599,34.98010685,100.0,10.0,GSM,model=LG-D855
c0:ff:d4:7b:62:2d,Mazoz,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:39,1.0,-82.0,32.10172612,34.9807409,100.0,10.0,WIFI,model=LG-D855
14:af:db:ce:14:1a,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:39,2.0,-84.0,32.10172612,34.9807409,100.0,10.0,WIFI,model=LG-D855
7a:7e:61:5e:29:2d,Gibor iphon,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:39,1.0,-83.0,32.10172612,34.9807409,100.0,10.0,WIFI,model=LG-D855
08:97:58:32:a7:c6,NIPPON_2712,[WPA-PSK-CCMP][WPS][ESS],2017-11-02 08:20:41,2.0,-83.0,32.10171333,34.98134895,99.0,9.0,WIFI,model=LG-D855
42502_22811_5363152,GOLAN T,HSPA;il,2017-11-02 08:20:41,0.0,-73.0,32.10171333,34.98134895,99.0,9.0,GSM,model=LG-D855
7a:7e:61:5e:29:2d,Gibor iphon,[WPA2-PSK-CCMP][ESS],2017-11-02 08:20:43,1.0,-83.0,32.10168538,34.98194547,101.0,9.0,WIFI,model=LG-D855
08:97:58:32:a7:c6,NIPPON_2712,[WPA-PSK-CCMP][WPS][ESS],2017-11-02 08:20:45,2.0,-83.0,32.1016721,34.98253694,102.0,9.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:20:45,0.0,-77.0,32.1016721,34.98253694,102.0,9.0,GSM,model=LG-D855
08:97:58:32:a7:c6,NIPPON_2712,[WPA-PSK-CCMP][WPS][ESS],2017-11-02 08:20:49,2.0,-83.0,32.10167047,34.98369528,103.0,9.0,WIFI,model=LG-D855
00:95:69:ab:52:29,GST_009569ab5229,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:49,5.0,-78.0,32.10167047,34.98369528,103.0,9.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:20:49,0.0,-77.0,32.10167047,34.98369528,103.0,9.0,GSM,model=LG-D855
00:95:69:ab:52:29,GST_009569ab5229,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:53,5.0,-78.0,32.10162625,34.98482153,107.0,9.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:20:53,0.0,-81.0,32.10162625,34.98482153,107.0,9.0,GSM,model=LG-D855
c4:86:e9:60:a5:a4,mor,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:55,4.0,-82.0,32.10163802,34.98537245,107.0,10.0,WIFI,model=LG-D855
00:95:69:ab:52:29,GST_009569ab5229,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:57,5.0,-78.0,32.1016682,34.98590418,110.0,11.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:20:57,0.0,-81.0,32.1016682,34.98590418,110.0,11.0,GSM,model=LG-D855
c4:86:e9:60:a5:a4,mor,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:20:59,4.0,-82.0,32.10172468,34.98643023,110.0,10.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:20:59,0.0,-71.0,32.10172468,34.98643023,110.0,10.0,GSM,model=LG-D855
c4:86:e9:60:a5:a4,mor,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:21:03,4.0,-82.0,32.10196827,34.98744022,110.0,4.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:21:03,0.0,-71.0,32.10196827,34.98744022,110.0,4.0,GSM,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:21:09,0.0,-71.0,32.10251947,34.98882702,110.0,3.0,GSM,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:21:15,0.0,-71.0,32.10326961,34.99009995,106.0,3.0,GSM,model=LG-D855
58:70:c6:f5:f7:88,YICarCam_f5f788,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:21:21,5.0,-76.0,32.10409738,34.9914583,107.0,3.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:21:21,0.0,-73.0,32.10409738,34.9914583,107.0,3.0,GSM,model=LG-D855
58:70:c6:f5:f7:88,YICarCam_f5f788,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:21:27,5.0,-72.0,32.10499895,34.99292999,110.0,3.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:21:27,0.0,-73.0,32.10499895,34.99292999,110.0,3.0,GSM,model=LG-D855
34:0a:66:21:22:02,Afikim-wifi,[ESS],2017-11-02 08:21:29,7.0,-79.0,32.10529088,34.99343372,111.0,3.0,WIFI,model=LG-D855
58:70:c6:f5:f7:88,YICarCam_f5f788,[WPA2-PSK-CCMP][WPS][ESS],2017-11-02 08:21:31,5.0,-72.0,32.10554754,34.99397071,112.0,3.0,WIFI,model=LG-D855
00:9a:cd:b7:96:9c,Huawei_ALE_c73f,[ESS],2017-11-02 08:21:31,11.0,-84.0,32.10554754,34.99397071,112.0,3.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:21:31,0.0,-75.0,32.10554754,34.99397071,112.0,3.0,GSM,model=LG-D855
34:0a:66:21:22:02,Afikim-wifi,[ESS],2017-11-02 08:21:33,7.0,-80.0,32.10577938,34.99452292,112.0,3.0,WIFI,model=LG-D855
00:9a:cd:b7:96:9c,Huawei_ALE_c73f,[ESS],2017-11-02 08:21:35,11.0,-84.0,32.10598468,34.9950786,114.0,3.0,WIFI,model=LG-D855
42502_22811_5365031,GOLAN T,UNKNOWN;il,2017-11-02 08:21:35,0.0,-75.0,32.10598468,34.9950786,114.0,3.0,GSM,model=LG-D855
34:0a:66:21:22:02,Afikim-wifi,[ESS],2017-11-02 08:21:37,7.0,-80.0,32.10615846,34.99564544,115.0,3.0,WIFI,model=LG-D855
00:9a:cd:b7:96:9c,Huawei_ALE_c73f,[ESS],2017-11-02 08:21:39,11.0,-84.0,32.1062916,34.99623294,115.0,3.0,WIFI,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:21:39,0.0,-55.0,32.1062916,34.99623294,115.0,3.0,GSM,model=LG-D855
34:0a:66:21:22:02,Afikim-wifi,[ESS],2017-11-02 08:21:41,7.0,-80.0,32.1063961,34.99681229,116.0,3.0,WIFI,model=LG-D855
00:9a:cd:b7:96:9c,Huawei_ALE_c73f,[ESS],2017-11-02 08:21:43,11.0,-84.0,32.10647772,34.99736265,117.0,4.0,WIFI,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:21:43,0.0,-61.0,32.10647772,34.99736265,117.0,4.0,GSM,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:21:47,0.0,-61.0,32.10660602,34.99843679,119.0,3.0,GSM,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:21:51,0.0,-69.0,32.10670715,34.99949407,124.0,3.0,GSM,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:21:57,0.0,-69.0,32.10686369,35.00096774,131.0,3.0,GSM,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:22:03,0.0,-67.0,32.10700488,35.00228917,136.0,4.0,GSM,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:22:09,0.0,-67.0,32.10713051,35.00352927,140.0,4.0,GSM,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:22:15,0.0,-67.0,32.107267,35.00467502,144.0,4.0,GSM,model=LG-D855
42502_22811_5361028,GOLAN T,UNKNOWN;il,2017-11-02 08:22:21,0.0,-67.0,32.10742277,35.00582665,147.0,4.0,GSM,model=LG-D855
58:c5:cb:18:52:ed,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-02 08:22:23,11.0,-83.0,32.10746028,35.00622624,149.0,4.0,WIFI,model=LG-D855
00:34:da:3c:7e:14,?????,[ESS],2017-11-02 08:22:23,2.0,-82.0,32.10746028,35.00622624,149.0,4.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:22:25,0.0,-75.0,32.10750782,35.00663383,152.0,4.0,GSM,model=LG-D855
58:c5:cb:18:52:ed,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-02 08:22:29,11.0,-82.0,32.10760447,35.00742797,155.0,4.0,WIFI,model=LG-D855
00:34:da:3c:7e:14,?????,[ESS],2017-11-02 08:22:29,2.0,-82.0,32.10760447,35.00742797,155.0,4.0,WIFI,model=LG-D855
00:34:da:3c:7e:14,?????,[ESS],2017-11-02 08:22:32,2.0,-72.0,32.10769172,35.00804574,156.0,4.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:22:32,0.0,-75.0,32.10769172,35.00804574,156.0,4.0,GSM,model=LG-D855
58:c5:cb:18:52:ed,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-02 08:22:35,11.0,-82.0,32.10778243,35.00871243,156.0,4.0,WIFI,model=LG-D855
00:34:da:3c:7e:14,?????,[ESS],2017-11-02 08:22:37,2.0,-72.0,32.10785521,35.00919374,157.0,4.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:22:37,0.0,-77.0,32.10785521,35.00919374,157.0,4.0,GSM,model=LG-D855
00:34:da:3c:7e:14,?????,[ESS],2017-11-02 08:22:41,2.0,-72.0,32.10797341,35.01024885,160.0,3.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:22:41,0.0,-77.0,32.10797341,35.01024885,160.0,3.0,GSM,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:22:46,0.0,-75.0,32.10812456,35.01173643,166.0,3.0,GSM,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:22:50,0.0,-75.0,32.10825426,35.01296102,167.0,3.0,GSM,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:22:54,0.0,-75.0,32.10829732,35.01426064,169.0,4.0,GSM,model=LG-D855
7c:c7:09:ff:d7:8c,Wifi Display D78C,[ESS],2017-11-02 08:22:58,6.0,-88.0,32.10822307,35.01552615,172.0,4.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:22:58,0.0,-69.0,32.10822307,35.01552615,172.0,4.0,GSM,model=LG-D855
32:07:4d:4c:18:49,???? ????,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:00,6.0,-68.0,32.10814075,35.01617449,177.0,3.0,WIFI,model=LG-D855
7c:c7:09:ff:d7:8c,Wifi Display D78C,[ESS],2017-11-02 08:23:02,6.0,-84.0,32.1080386,35.01677338,179.0,4.0,WIFI,model=LG-D855
ac:83:f3:82:9e:f6,midr-cardvr-v1_midev9ef6,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:02,1.0,-78.0,32.1080386,35.01677338,179.0,4.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:23:02,0.0,-75.0,32.1080386,35.01677338,179.0,4.0,GSM,model=LG-D855
32:07:4d:4c:18:49,???? ????,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:04,6.0,-68.0,32.10794107,35.01737279,180.0,4.0,WIFI,model=LG-D855
ac:83:f3:82:9e:f6,midr-cardvr-v1_midev9ef6,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:04,1.0,-62.0,32.10794107,35.01737279,180.0,4.0,WIFI,model=LG-D855
7c:c7:09:ff:d7:8c,Wifi Display D78C,[ESS],2017-11-02 08:23:06,6.0,-84.0,32.10783931,35.01797637,183.0,3.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:23:06,0.0,-89.0,32.10783931,35.01797637,183.0,3.0,GSM,model=LG-D855
32:07:4d:4c:18:49,???? ????,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:08,6.0,-68.0,32.10775618,35.01858141,185.0,3.0,WIFI,model=LG-D855
ac:83:f3:82:9e:f6,midr-cardvr-v1_midev9ef6,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:08,1.0,-62.0,32.10775618,35.01858141,185.0,3.0,WIFI,model=LG-D855
7c:c7:09:ff:d7:8c,Wifi Display D78C,[ESS],2017-11-02 08:23:10,6.0,-84.0,32.10767072,35.01917926,189.0,3.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:23:10,0.0,-89.0,32.10767072,35.01917926,189.0,3.0,GSM,model=LG-D855
ac:83:f3:82:9e:f6,midr-cardvr-v1_midev9ef6,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:12,1.0,-62.0,32.10758272,35.0197583,192.0,3.0,WIFI,model=LG-D855
2c:59:8a:5e:1d:f1,Liran G3,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:12,7.0,-81.0,32.10758272,35.0197583,192.0,3.0,WIFI,model=LG-D855
ec:08:6b:27:cd:b1,klein-sofer,[WPA-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 08:23:12,10.0,-82.0,32.10758272,35.0197583,192.0,3.0,WIFI,model=LG-D855
b0:89:00:d8:7f:88,Partner-4G-7F88,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:12,2.0,-83.0,32.10758272,35.0197583,192.0,3.0,WIFI,model=LG-D855
9c:b2:b2:32:a7:41,Fishers,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:12,2.0,-84.0,32.10758272,35.0197583,192.0,3.0,WIFI,model=LG-D855
62:be:f5:3f:dc:9b,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:12,1.0,-86.0,32.10758272,35.0197583,192.0,3.0,WIFI,model=LG-D855
10:be:f5:3f:dc:9a,akavya17,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:12,1.0,-86.0,32.10758272,35.0197583,192.0,3.0,WIFI,model=LG-D855
9c:d6:43:22:f8:7c,Bein,[WPA-PSK-CCMP+TKIP][ESS],2017-11-02 08:23:12,6.0,-87.0,32.10758272,35.0197583,192.0,3.0,WIFI,model=LG-D855
2c:59:8a:5e:1d:f1,Liran G3,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:14,7.0,-72.0,32.10749714,35.02034865,195.0,3.0,WIFI,model=LG-D855
44:6e:e5:67:98:13,Partner-4G-s,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:14,5.0,-73.0,32.10749714,35.02034865,195.0,3.0,WIFI,model=LG-D855
14:ae:db:c8:57:1d,Schachter,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:14,1.0,-83.0,32.10749714,35.02034865,195.0,3.0,WIFI,model=LG-D855
42502_22811_5361027,GOLAN T,HSPA;il,2017-11-02 08:23:14,0.0,-89.0,32.10749714,35.02034865,195.0,3.0,GSM,model=LG-D855
ec:08:6b:27:cd:b1,klein-sofer,[WPA-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 08:23:16,10.0,-82.0,32.10740734,35.02093296,198.0,3.0,WIFI,model=LG-D855
b0:89:00:d8:7f:88,Partner-4G-7F88,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:16,2.0,-83.0,32.10740734,35.02093296,198.0,3.0,WIFI,model=LG-D855
9c:b2:b2:32:a7:41,Fishers,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:16,2.0,-83.0,32.10740734,35.02093296,198.0,3.0,WIFI,model=LG-D855
62:be:f5:3f:dc:9b,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:16,1.0,-82.0,32.10740734,35.02093296,198.0,3.0,WIFI,model=LG-D855
10:be:f5:3f:dc:9a,akavya17,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:16,1.0,-82.0,32.10740734,35.02093296,198.0,3.0,WIFI,model=LG-D855
9c:d6:43:22:f8:7c,Bein,[WPA-PSK-CCMP+TKIP][ESS],2017-11-02 08:23:16,6.0,-87.0,32.10740734,35.02093296,198.0,3.0,WIFI,model=LG-D855
a0:ab:1b:5b:7d:52,yomtob,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:16,8.0,-85.0,32.10740734,35.02093296,198.0,3.0,WIFI,model=LG-D855
2c:59:8a:5e:1d:f1,Liran G3,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:18,7.0,-72.0,32.10731275,35.02152063,199.0,3.0,WIFI,model=LG-D855
44:6e:e5:67:98:13,Partner-4G-s,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:18,5.0,-80.0,32.10731275,35.02152063,199.0,3.0,WIFI,model=LG-D855
14:ae:db:c8:57:1d,Schachter,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:18,1.0,-83.0,32.10731275,35.02152063,199.0,3.0,WIFI,model=LG-D855
42502_22811_5363999,GOLAN T,HSPA;il,2017-11-02 08:23:18,0.0,-77.0,32.10731275,35.02152063,199.0,3.0,GSM,model=LG-D855
ec:08:6b:27:cd:b1,klein-sofer,[WPA-PSK-CCMP+TKIP][WPS][ESS],2017-11-02 08:23:20,10.0,-82.0,32.10720177,35.02209149,200.0,3.0,WIFI,model=LG-D855
b0:89:00:d8:7f:88,Partner-4G-7F88,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:20,2.0,-83.0,32.10720177,35.02209149,200.0,3.0,WIFI,model=LG-D855
9c:b2:b2:32:a7:41,Fishers,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:20,2.0,-83.0,32.10720177,35.02209149,200.0,3.0,WIFI,model=LG-D855
62:be:f5:3f:dc:9b,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:20,1.0,-82.0,32.10720177,35.02209149,200.0,3.0,WIFI,model=LG-D855
10:be:f5:3f:dc:9a,akavya17,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:20,1.0,-82.0,32.10720177,35.02209149,200.0,3.0,WIFI,model=LG-D855
9c:d6:43:22:f8:7c,Bein,[WPA-PSK-CCMP+TKIP][ESS],2017-11-02 08:23:20,6.0,-87.0,32.10720177,35.02209149,200.0,3.0,WIFI,model=LG-D855
a0:ab:1b:5b:7d:52,yomtob,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:20,8.0,-86.0,32.10720177,35.02209149,200.0,3.0,WIFI,model=LG-D855
2c:59:8a:5e:1d:f1,Liran G3,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:22,7.0,-72.0,32.10705649,35.02266,200.0,4.0,WIFI,model=LG-D855
44:6e:e5:67:98:13,Partner-4G-s,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:22,5.0,-80.0,32.10705649,35.02266,200.0,4.0,WIFI,model=LG-D855
14:ae:db:c8:57:1d,Schachter,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:22,1.0,-83.0,32.10705649,35.02266,200.0,4.0,WIFI,model=LG-D855
42502_22811_5363999,GOLAN T,HSPA;il,2017-11-02 08:23:22,0.0,-73.0,32.10705649,35.02266,200.0,4.0,GSM,model=LG-D855
9c:b2:b2:32:a7:41,Fishers,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:24,2.0,-83.0,32.10687682,35.0232163,200.0,5.0,WIFI,model=LG-D855
62:be:f5:3f:dc:9b,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:24,1.0,-82.0,32.10687682,35.0232163,200.0,5.0,WIFI,model=LG-D855
10:be:f5:3f:dc:9a,akavya17,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:24,1.0,-82.0,32.10687682,35.0232163,200.0,5.0,WIFI,model=LG-D855
a0:ab:1b:5b:7d:52,yomtob,[WPA2-PSK-CCMP][ESS],2017-11-02 08:23:24,8.0,-86.0,32.10687682,35.0232163,200.0,5.0,WIFI,model=LG-D855
